"node","ate_baseline","ate_min","ate_max","range","n_specs"
"social_norms",0.0570726895817288,0,0.0633659340129504,0.0633659340129504,16
"trust_science",0.0341862949302955,0,0.0437002574566134,0.0437002574566134,16
"harm_present",0.195092169205424,0.186964920347681,0.228729735524882,0.0417648151772014,16
"policy_support",0.0161971092740782,0,0.0161971092740785,0.0161971092740785,16
"belief_concern",0.205910269493496,0.201272139772873,0.206881294898082,0.0056091551252091,16
"weather_risk_prep",0.0927883702055787,0.0927883702055771,0.0973700926999038,0.00458172249432665,16
