"spec","target_label","target_size","ate_climate_behavior"
"confound_1of8_social_norms_policy_support","weather_risk_prep+trust_science+policy_support",3,0.136775781334344
"confound_1of8_social_norms_policy_support","social_norms+trust_science+policy_support",3,0.0633652912791177
"confound_1of8_trust_science_social_norms","belief_concern",1,0.170834707829764
"confound_1of8_trust_science_social_norms","harm_present",1,0.191705882673363
"confound_1of8_trust_science_social_norms","harm_future",1,0.121888816400779
"confound_1of8_trust_science_social_norms","weather_risk_prep",1,0.0954361411523098
"confound_1of8_trust_science_social_norms","social_norms",1,0.0649720493733579
"confound_1of8_trust_science_social_norms","trust_science",1,0
"confound_1of8_trust_science_social_norms","policy_support",1,0
"confound_1of8_trust_science_social_norms","belief_concern+harm_present",2,0.202486747098705
"confound_1of8_trust_science_social_norms","belief_concern+harm_future",2,0.188368974951415
"confound_1of8_trust_science_social_norms","belief_concern+weather_risk_prep",2,0.221566969185871
"confound_1of8_trust_science_social_norms","belief_concern+social_norms",2,0.235806757203122
"confound_1of8_trust_science_social_norms","belief_concern+trust_science",2,0.170834707829764
"confound_1of8_trust_science_social_norms","belief_concern+policy_support",2,0.170834707829764
"confound_1of8_trust_science_social_norms","harm_present+harm_future",2,0.191705882673363
"confound_1of8_trust_science_social_norms","harm_present+weather_risk_prep",2,0.246510437190288
"confound_1of8_trust_science_social_norms","harm_present+social_norms",2,0.256677932046721
"confound_1of8_trust_science_social_norms","harm_present+trust_science",2,0.191705882673363
"confound_1of8_trust_science_social_norms","harm_present+policy_support",2,0.191705882673363
"confound_1of8_trust_science_social_norms","harm_future+weather_risk_prep",2,0.191490925052839
"confound_1of8_trust_science_social_norms","harm_future+social_norms",2,0.186860865774137
"confound_1of8_trust_science_social_norms","harm_future+trust_science",2,0.121888816400779
"confound_1of8_trust_science_social_norms","harm_future+policy_support",2,0.121888816400779
"confound_1of8_trust_science_social_norms","weather_risk_prep+social_norms",2,0.160408190525668
"confound_1of8_trust_science_social_norms","weather_risk_prep+trust_science",2,0.0954361411523098
"confound_1of8_trust_science_social_norms","weather_risk_prep+policy_support",2,0.0954361411523098
"confound_1of8_trust_science_social_norms","social_norms+trust_science",2,0.0649720493733579
"confound_1of8_trust_science_social_norms","social_norms+policy_support",2,0.0649720493733579
"confound_1of8_trust_science_social_norms","trust_science+policy_support",2,0
"confound_1of8_trust_science_social_norms","belief_concern+harm_present+harm_future",3,0.202486747098705
"confound_1of8_trust_science_social_norms","belief_concern+harm_present+weather_risk_prep",3,0.246510437190288
"confound_1of8_trust_science_social_norms","belief_concern+harm_present+social_norms",3,0.267458796472063
"confound_1of8_trust_science_social_norms","belief_concern+harm_present+trust_science",3,0.202486747098705
"confound_1of8_trust_science_social_norms","belief_concern+harm_present+policy_support",3,0.202486747098705
