"alpha","boot_id","node","n_mags_b","n_zero","n_positive","n_negative","n_unidentified","any_positive","any_negative","all_zero","all_positive","any_unidentified","min_positive","max_positive"
"0.01",31,"harm_future",30,24,0,0,6,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",31,"harm_present",30,8,14,0,8,TRUE,FALSE,FALSE,FALSE,TRUE,0.227145589397104,0.270044702216346
"0.01",31,"policy_support",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",31,"politics",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",31,"social_norms",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",31,"trust_science",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",31,"weather_risk_prep",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",32,"belief_concern",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",32,"harm_future",30,24,0,0,6,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",32,"harm_present",30,8,14,0,8,TRUE,FALSE,FALSE,FALSE,TRUE,0.215029345800568,0.254480075005389
"0.01",32,"policy_support",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",32,"politics",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",32,"social_norms",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",32,"trust_science",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",32,"weather_risk_prep",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",33,"belief_concern",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",33,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",33,"harm_present",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",33,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",33,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",33,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",33,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",33,"weather_risk_prep",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.178555038204584,0.178555038204584
"0.01",34,"belief_concern",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.194912634559414,0.194912634559414
"0.01",34,"harm_future",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",34,"harm_present",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.205860571882959,0.205860571882959
"0.01",34,"policy_support",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",34,"politics",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",34,"social_norms",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",34,"trust_science",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.207525916791322,0.207525916791322
"0.01",34,"weather_risk_prep",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",35,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",35,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",35,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",35,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",35,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",35,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",35,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",35,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",36,"belief_concern",9,9,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",36,"harm_future",9,9,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",36,"harm_present",9,0,9,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.272740309802861,0.272740309802861
"0.01",36,"policy_support",9,9,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",36,"politics",9,9,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",36,"social_norms",9,9,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",36,"trust_science",9,9,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",36,"weather_risk_prep",9,9,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",37,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.262100537627015,0.262100537627015
"0.01",37,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",37,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",37,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",37,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",37,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",37,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",37,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",38,"belief_concern",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.181970651797686,0.181970651797686
"0.01",38,"harm_future",4,3,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",38,"harm_present",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.17293382546694,0.196034688142216
"0.01",38,"policy_support",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.235395716485396,0.235395716485396
"0.01",38,"politics",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",38,"social_norms",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",38,"trust_science",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",38,"weather_risk_prep",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",39,"belief_concern",2,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",39,"harm_future",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.100935468882732,0.100935468882732
"0.01",39,"harm_present",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.188195395344497,0.188195395344497
"0.01",39,"policy_support",2,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",39,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",39,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",39,"trust_science",2,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",39,"weather_risk_prep",2,1,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",40,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",40,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",40,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.195964332170059,0.195964332170059
"0.01",40,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",40,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",40,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",40,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",40,"weather_risk_prep",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.108101217553902,0.108101217553902
"0.01",42,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.211013749423572,0.211013749423572
"0.01",42,"harm_future",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0741648121604077,0.0741648121604077
"0.01",42,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.243850563699333,0.243850563699333
"0.01",42,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",42,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",42,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",42,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",42,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",43,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",43,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",43,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",43,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",43,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",43,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",43,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",43,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",44,"belief_concern",8,0,8,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.206836485493566,0.206836485493566
"0.01",44,"harm_future",8,6,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",44,"harm_present",8,0,8,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.207663038764837,0.233252670871549
"0.01",44,"policy_support",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",44,"politics",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",44,"social_norms",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",44,"trust_science",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",44,"weather_risk_prep",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",45,"belief_concern",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",45,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",45,"harm_present",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",45,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",45,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",45,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",45,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",45,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",46,"belief_concern",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",46,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",46,"harm_present",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",46,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",46,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",46,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",46,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",46,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",47,"belief_concern",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",47,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",47,"harm_present",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",47,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",47,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",47,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",47,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",47,"weather_risk_prep",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.19230628882241,0.19230628882241
"0.01",50,"belief_concern",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",50,"harm_future",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",50,"harm_present",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.277611586732818,0.277611586732818
"0.01",50,"policy_support",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",50,"politics",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",50,"social_norms",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",50,"trust_science",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",50,"weather_risk_prep",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",51,"belief_concern",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",51,"harm_future",8,4,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",51,"harm_present",8,0,8,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.24163190947576,0.285625529794329
"0.01",51,"policy_support",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",51,"politics",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",51,"social_norms",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",51,"trust_science",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",51,"weather_risk_prep",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",52,"belief_concern",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",52,"harm_future",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",52,"harm_present",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",52,"policy_support",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",52,"politics",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",52,"social_norms",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",52,"trust_science",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",52,"weather_risk_prep",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",53,"belief_concern",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",53,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",53,"harm_present",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",53,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",53,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",53,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",53,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",53,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",54,"belief_concern",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.25120262491433,0.25120262491433
"0.01",54,"harm_future",4,2,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",54,"harm_present",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.203846401087701,0.240296998631604
"0.01",54,"policy_support",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",54,"politics",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",54,"social_norms",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",54,"trust_science",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",54,"weather_risk_prep",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",55,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",55,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",55,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",55,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",55,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",55,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",55,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",55,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",56,"belief_concern",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.175934537906192,0.175934537906192
"0.01",56,"harm_future",2,0,1,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,0.122838459475601,0.122838459475601
"0.01",56,"harm_present",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.150544376038253,0.150544376038253
"0.01",56,"policy_support",2,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",56,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",56,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",56,"trust_science",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.127070915081667,0.127070915081667
"0.01",56,"weather_risk_prep",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0800453606569816,0.0800453606569816
"0.01",57,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",57,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",57,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",57,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",57,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",57,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",57,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",57,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",58,"belief_concern",6,0,6,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.18839274690764,0.18839274690764
"0.01",58,"harm_future",6,4,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",58,"harm_present",6,0,6,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.181077079956029,0.195851052654165
"0.01",58,"policy_support",6,0,6,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.231417528322781,0.231417528322781
"0.01",58,"politics",6,6,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",58,"social_norms",6,6,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",58,"trust_science",6,6,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",58,"weather_risk_prep",6,3,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",59,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.267945423215677,0.267945423215677
"0.01",59,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",59,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",59,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",59,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",59,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",59,"trust_science",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.196443065659438,0.196443065659438
"0.01",59,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",60,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.258542068204031,0.258542068204031
"0.01",60,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",60,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",60,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",60,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",60,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",60,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",60,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",62,"belief_concern",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",62,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",62,"harm_present",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.239022802723942,0.239022802723942
"0.01",62,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",62,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",62,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",62,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",62,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",63,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",63,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",63,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",63,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",63,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",63,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",63,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",63,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",64,"belief_concern",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.143939694451892,0.155532591226774
"0.01",64,"harm_future",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0647968034392221,0.0735422081940374
"0.01",64,"harm_present",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.19871303437296,0.19871303437296
"0.01",64,"policy_support",2,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",64,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",64,"social_norms",2,1,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",64,"trust_science",2,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",64,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",65,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",65,"harm_future",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.236564121062689,0.236564121062689
"0.01",65,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.272984319544052,0.272984319544052
"0.01",65,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",65,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",65,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",65,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",65,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",66,"belief_concern",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
