"timestamp","n_boot","alphas","fci_props_ext_path","pc_props_ext_path","mark_props_ext_path","node_order_ext"
"2026-09-08 11:23:53.406235",1000,"0.05;0.01","pipeline_outputs_alt_will/fci_props_ext_nboot1000_20260908.rds","pipeline_outputs_alt_will/pc_props_ext_nboot1000_20260908.rds","pipeline_outputs_alt_will/mark_props_ext_by_alpha_nboot1000_20260908.rds","belief_concern;harm_present;harm_future;policy_support;trust_science;social_norms;politics;weather_risk_prep;climate_behavior"
