"scenario","belief_concern_mean","policy_support_mean","climate_behavior_mean"
"low_politics_baseline",-0.532172808879657,-0.454020419720962,-0.223471981301621
"low_politics_shift",-0.0321728088796575,-0.131868278731445,-0.0188600864119956
"high_politics_baseline",0.52748578888287,0.539590936359858,0.220235877279074
"high_politics_shift",1.02748578888287,0.941903961733141,0.42744452137644
