"spec","target_label","target_size","ate_climate_behavior"
"confound_1of8_policy_support_social_norms","harm_future+trust_science+policy_support",3,0.162574421438309
"confound_1of8_policy_support_social_norms","weather_risk_prep+social_norms+trust_science",3,0.156441228635951
"confound_1of8_policy_support_social_norms","weather_risk_prep+social_norms+policy_support",3,0.156441228635951
"confound_1of8_policy_support_social_norms","weather_risk_prep+trust_science+policy_support",3,0.136775764893636
"confound_1of8_policy_support_social_norms","social_norms+trust_science+policy_support",3,0.0633652432558516
"confound_1of8_trust_science_social_norms","belief_concern",1,0.199548242128948
"confound_1of8_trust_science_social_norms","harm_present",1,0.196060164373692
"confound_1of8_trust_science_social_norms","harm_future",1,0.128583079723866
"confound_1of8_trust_science_social_norms","weather_risk_prep",1,0.0932487531174393
"confound_1of8_trust_science_social_norms","social_norms",1,0.0570994100043247
"confound_1of8_trust_science_social_norms","trust_science",1,0.0171046551066792
"confound_1of8_trust_science_social_norms","policy_support",1,0.0351382651056508
"confound_1of8_trust_science_social_norms","belief_concern+harm_present",2,0.231919245043056
"confound_1of8_trust_science_social_norms","belief_concern+harm_future",2,0.218045543705343
"confound_1of8_trust_science_social_norms","belief_concern+weather_risk_prep",2,0.249117745017346
"confound_1of8_trust_science_social_norms","belief_concern+social_norms",2,0.231322334463148
"confound_1of8_trust_science_social_norms","belief_concern+trust_science",2,0.203193787961906
"confound_1of8_trust_science_social_norms","belief_concern+policy_support",2,0.209361189564474
"confound_1of8_trust_science_social_norms","harm_present+harm_future",2,0.199985917148084
"confound_1of8_trust_science_social_norms","harm_present+weather_risk_prep",2,0.249608612250545
"confound_1of8_trust_science_social_norms","harm_present+social_norms",2,0.253159574378017
"confound_1of8_trust_science_social_norms","harm_present+trust_science",2,0.213164819480371
"confound_1of8_trust_science_social_norms","harm_present+policy_support",2,0.231198429479343
"confound_1of8_trust_science_social_norms","harm_future+weather_risk_prep",2,0.196589918216889
"confound_1of8_trust_science_social_norms","harm_future+social_norms",2,0.181756736953799
"confound_1of8_trust_science_social_norms","harm_future+trust_science",2,0.141761982056153
"confound_1of8_trust_science_social_norms","harm_future+policy_support",2,0.159795592055125
"confound_1of8_trust_science_social_norms","weather_risk_prep+social_norms",2,0.150348163121764
