node,ate_baseline,ate_min,ate_max,range,n_specs
social_norms,0.05096247545803553,0,0.05805174521579483,0.05805174521579483,16
harm_present,0.19163479489107782,0.18254297351083748,0.23847824147499552,0.05593526796415804,16
trust_science,0.029345525027996013,0.0035363999535518225,0.03827328484391682,0.034736884890365,16
weather_risk_prep,0.0874440189559572,0.08718673654700416,0.1064092937313358,0.019222557184331635,16
policy_support,0.01070957928541343,-0.007065245259864246,0.010820619803555807,0.017885865063420055,16
belief_concern,0.20213119958321188,0.19540735892056088,0.212483437326669,0.017076078406108114,16
