"scenario","belief_concern_mean","policy_support_mean","climate_behavior_mean"
"low_politics_baseline",-0.529829298881264,-0.454521950703715,-0.215366223178415
"low_politics_shift",-0.0298292988812638,-0.13236980971418,-0.0137693089623786
"high_politics_baseline",0.529829298881264,0.539465121045221,0.216674197492391
"high_politics_shift",1.02982929888126,0.941778146418522,0.419505447292301
