"scenario","belief_concern_mean","policy_support_mean","climate_behavior_mean"
"low_politics_baseline",-0.532172808879657,-0.454020419720987,-0.218395481451151
"low_politics_shift",-0.0321728088796575,-0.131868278731452,-0.016798567235115
"high_politics_baseline",0.52748578888287,0.539590936359883,0.21363915386409
"high_politics_shift",1.02748578888287,0.941903961733183,0.416470403664
